"","Indice","YearFixed","MonthFixed","SpeciesFixed","DateFormated","WeekDayNumber","HemisphereFixed","AgeFixed","Sex","ActivityFixed","CountryFixed","ContinentFixed","Area","LargoMetrosFixed","LargoEstandarizado","FatalFixed"
"171",179,"2017","02","TIGER_SHARK","2017/02/06",2,"South",-1,"M","FISHING","SOUTH_AFRICA","AFRICA","KwaZulu-Natal",NA,"N/A",0
"172",180,"2017","02","WHITE_SHARK","2017/02/01",4,"North",-1,"","ACTIVITY_UNKNOWN","USA","NORTH_AMERICA","South Carolina",4.2672,"LARGO_4_5",0
"173",181,"2017","02","REEF_SHARK","2017/02/01",4,"North",37,"M","DIVING","BAHAMAS","NORTH_AMERICA","Bimini",NA,"N/A",0
"174",182,"2017","01","SPECIE_UNKNOWN","2017/01/24",3,"South",21,"M","SWIMMING","BRAZIL","SOUTH_AMERICA","Pernambuco",NA,"N/A",0
"175",183,"2017","01","SPECIE_UNKNOWN","2017/01/22",1,"North",14,"M","ACTIVITY_UNKNOWN","USA","NORTH_AMERICA","Florida",NA,"N/A",0
"176",184,"2017","01","BULL_SHARK","2017/01/21",7,"South",55,"M","DIVING","AUSTRALIA","OCEANIA","Queensland",4,"LARGO_3_4",0
"177",185,"2017","01","SPECIE_UNKNOWN","2017/01/13",6,"South",57,"M","SWIMMING","AUSTRALIA","OCEANIA","Queensland",NA,"N/A",0
"178",186,"2017","01","SPECIE_UNKNOWN","2017/01/13",6,"North",-1,"M","ACTIVITY_UNKNOWN","USA","NORTH_AMERICA","Florida",NA,"N/A",0
"179",187,"2017","01","BULL_SHARK","2017/01/09",2,"South",48,"M","SURFING","INDONESIA","ASIA","Bali",1,"LARGO_0_1",0
"180",188,"2017","01","BULL_SHARK","2017/01/08",1,"South",35,"M","FISHING","AUSTRALIA","OCEANIA","Queensland",NA,"N/A",0
"181",189,"2017","01","SPECIE_UNKNOWN","2017/01/05",5,"North",47,"M","WADING","USA","NORTH_AMERICA","Florida",NA,"N/A",0
"182",190,"2017","01","SPECIE_UNKNOWN","2017/01/03",3,"South",20,"M","WADING","AUSTRALIA","OCEANIA","New South Wales",NA,"N/A",0
"183",191,"2016","12","SPECIE_UNKNOWN","2016/12/27",3,"North",16,"M","SURFING","USA","NORTH_AMERICA","Florida",NA,"N/A",0
"184",192,"2016","12","SPECIE_UNKNOWN","2016/12/24",7,"South",-1,"F","SNORKELING","AUSTRALIA","OCEANIA","Western Australia",NA,"N/A",0
"185",193,"2016","12","WHITE_SHARK","2016/12/19",2,"South",55,"M","ACTIVITY_UNKNOWN","SOUTH_AFRICA","AFRICA","Western Cape Province",4,"LARGO_3_4",0
"186",194,"2016","12","SPECIE_UNKNOWN","2016/12/14",4,"South",61,"M","DIVING","AUSTRALIA","OCEANIA","Western Australia",NA,"N/A",0
"187",195,"2016","12","SPECIE_UNKNOWN","2016/12/11",1,"South",40,"M","FISHING","FRENCH_POLYNESIA","OCEANIA","Tuamotos",NA,"N/A",0
"188",197,"2016","12","WOBBEGONG_SHARK","2016/12/06",3,"South",20,"M","FISHING","AUSTRALIA","OCEANIA","New South Wales",2,"LARGO_1_2",0
"189",198,"2016","12","WHITE_SHARK","2016/12/01",5,"South",65,"M","SURFING","AUSTRALIA","OCEANIA","New South Wales",NA,"N/A",0
"190",199,"2016","11","SEVENHILL_SHARK","2016/11/28",2,"South",73,"M","FISHING","AUSTRALIA","OCEANIA","Victoria",1.5,"LARGO_1_2",0
"191",200,"2016","11","TIGER_SHARK","2016/11/14",2,"North",58,"F","FLOATING","USA","NORTH_AMERICA","Hawaii",NA,"N/A",0
"192",201,"2016","10","SPECIE_UNKNOWN","2016/10/30",1,"North",41,"M","SURFING","USA","NORTH_AMERICA","Florida",NA,"N/A",0
"193",202,"2016","10","SPECIE_UNKNOWN","2016/10/29",7,"North",42,"M","SURFING","USA","NORTH_AMERICA","Florida",NA,"N/A",0
"194",203,"2016","10","SPECIE_UNKNOWN","2016/10/24",2,"South",36,"M","SURFING","AUSTRALIA","OCEANIA","New South Wales",NA,"N/A",0
"195",204,"2016","10","SPECIE_UNKNOWN","2016/10/21",6,"North",36,"M","SURFING","USA","NORTH_AMERICA","Hawaii",1.8288,"LARGO_1_2",0
"196",205,"2016","10","SPECIE_UNKNOWN","2016/10/15",7,"South",-1,"M","SURFING","AUSTRALIA","OCEANIA","Queensland",NA,"N/A",0
"197",206,"2016","10","SPECIE_UNKNOWN","2016/10/14",6,"North",66,"F","SNORKELING","USA","NORTH_AMERICA","Hawaii",NA,"N/A",0
"198",207,"2016","10","WHITE_SHARK","2016/10/13",5,"North",-1,"M","DIVING","MEXICO","NORTH_AMERICA","",NA,"N/A",0
"199",208,"2016","10","SPECIE_UNKNOWN","2016/10/12",4,"South",25,"M","SURFING","AUSTRALIA","OCEANIA","New South Wales",NA,"N/A",0
"200",209,"2016","10","SPECIE_UNKNOWN","2016/10/10",2,"North",29,"M","SURFING","USA","NORTH_AMERICA","Oregon",NA,"N/A",0
"201",210,"2016","10","SPECIE_UNKNOWN","2016/10/02",1,"North",21,"M","SURFING","USA","NORTH_AMERICA","Florida",NA,"N/A",0
"202",211,"2016","10","SPECIE_UNKNOWN","2016/10/01",7,"North",32,"M","ACTIVITY_UNKNOWN","USA","NORTH_AMERICA","Florida",NA,"N/A",0
"203",212,"2016","09","WHITE_SHARK","2016/09/26",2,"South",17,"M","SURFING","AUSTRALIA","OCEANIA","New South Wales",3.5,"LARGO_3_4",0
"204",213,"2016","09","SPECIE_UNKNOWN","2016/09/18",1,"North",16,"M","SURFING","USA","NORTH_AMERICA","Florida",NA,"N/A",0
"205",214,"2016","09","SPECIE_UNKNOWN","2016/09/18",1,"North",36,"M","SURFING","USA","NORTH_AMERICA","Florida",NA,"N/A",0
"206",215,"2016","09","SPECIE_UNKNOWN","2016/09/18",1,"North",43,"M","SURFING","USA","NORTH_AMERICA","Florida",NA,"N/A",0
"207",216,"2016","09","SPECIE_UNKNOWN","2016/09/17",7,"North",43,"M","SURFING","USA","NORTH_AMERICA","California",NA,"N/A",0
"208",217,"2016","09","SPECIE_UNKNOWN","2016/09/17",7,"South",-1,"M","SURFING","AUSTRALIA","OCEANIA","Victoria",NA,"N/A",0
"209",218,"2016","09","SPECIE_UNKNOWN","2016/09/16",6,"South",-1,"M","SURFING","AUSTRALIA","OCEANIA","Victoria",2,"LARGO_1_2",0
"210",219,"2016","09","SPECIE_UNKNOWN","2016/09/15",5,"South",-1,"","FISHING","AUSTRALIA","OCEANIA","Western Australia",NA,"N/A",0
"211",220,"2016","09","SPECIE_UNKNOWN","2016/09/11",1,"North",60,"M","WADING","USA","NORTH_AMERICA","Florida",0.9144,"LARGO_0_1",0
"212",221,"2016","09","TIGER_SHARK","2016/09/07",4,"North",51,"F","SWIMMING","USA","NORTH_AMERICA","Hawaii",3.048,"LARGO_3_4",0
"213",222,"2016","09","SPECIE_UNKNOWN","2016/09/06",3,"South",50,"M","SURFING","NEW_CALEDONIA","OCEANIA","North Province",NA,"N/A",1
"214",223,"2016","09","SPECIE_UNKNOWN","2016/09/05",2,"North",12,"F","ACTIVITY_UNKNOWN","USA","NORTH_AMERICA","South Carolina",NA,"N/A",0
"215",224,"2016","09","SPECIE_UNKNOWN","2016/09/05",2,"South",-1,"M","SURFING","AUSTRALIA","OCEANIA","Western Australia",NA,"N/A",0
"216",225,"2016","09","SPECIE_UNKNOWN","2016/09/04",1,"North",9,"M","ACTIVITY_UNKNOWN","USA","NORTH_AMERICA","Florida",NA,"N/A",0
"217",226,"2016","09","WHITE_SHARK","2016/09/01",5,"North",22,"M","FISHING","USA","NORTH_AMERICA","California",2.4384,"LARGO_2_3",0
"218",227,"2016","09","SPECIE_UNKNOWN","",99,"North",-1,"","DIVING","MEXICO","NORTH_AMERICA","",NA,"N/A",0
"219",228,"2016","08","BULL_SHARK","2016/08/29",2,"North",25,"M","SURFING","USA","NORTH_AMERICA","Florida",1.8288,"LARGO_1_2",0
"220",229,"2016","08","SPECIE_UNKNOWN","2016/08/29",2,"North",37,"M","SURFING","USA","NORTH_AMERICA","Florida",NA,"N/A",0
"221",230,"2016","08","BULL_SHARK","2016/08/27",7,"South",20,"M","SURFING","REUNION_ISLAND","AFRICA","",3.5,"LARGO_3_4",0
"222",231,"2016","08","SPECIE_UNKNOWN","2016/08/25",5,"North",49,"M","WADING","USA","NORTH_AMERICA","Florida",NA,"N/A",0
"223",232,"2016","08","SPECIE_UNKNOWN","2016/08/07",1,"North",15,"M","SNORKELING","BAHAMAS","NORTH_AMERICA","New Providence Island",NA,"N/A",0
"224",233,"2016","08","TIGER_SHARK","2016/08/06",7,"North",21,"M","ACTIVITY_UNKNOWN","USA","NORTH_AMERICA","Hawaii",3.048,"LARGO_3_4",0
"225",234,"2016","08","BLACKTIP_SHARK","2016/08/04",5,"North",22,"M","SURFING","USA","NORTH_AMERICA","Florida",NA,"N/A",0
"226",235,"2016","07","BLUE_SHARK","2016/07/29",6,"North",40,"M","SWIMMING","SPAIN","EUROPE","Alicante Province",NA,"N/A",0
"227",236,"2016","07","SPECIE_UNKNOWN","2016/07/28",5,"North",72,"M","SWIMMING","CHINA","ASIA","Hong Kong",NA,"N/A",0
"228",237,"2016","07","WHITE_SHARK","2016/07/28",5,"South",-1,"M","KAYAKING","AUSTRALIA","OCEANIA","Western Australia",NA,"N/A",0
"229",238,"2016","07","NURSE_SHARK","2016/07/27",4,"North",43,"M","ACTIVITY_UNKNOWN","USA","NORTH_AMERICA","Florida",1.2192,"LARGO_1_2",0
"230",239,"2016","07","SPECIE_UNKNOWN","2016/07/26",3,"South",18,"M","SURFING","AUSTRALIA","OCEANIA","New South Wales",NA,"N/A",0
"231",240,"2016","07","SPECIE_UNKNOWN","2016/07/24",1,"North",29,"M","SURFING","JAPAN","ASIA","Kochi Prefecture",NA,"N/A",0
"232",241,"2016","07","SPECIE_UNKNOWN","2016/07/23",7,"South",36,"M","SURFING","AUSTRALIA","OCEANIA","Tasmania",NA,"N/A",0
"233",242,"2016","07","BULL_SHARK","2016/07/23",7,"North",-1,"M","FISHING","BAHAMAS","NORTH_AMERICA","Abaco Islands",1.8288,"LARGO_1_2",0
"234",243,"2016","07","REEF_SHARK","2016/07/20",4,"South",31,"M","FISHING","AUSTRALIA","OCEANIA","Queensland",1,"LARGO_0_1",0
"235",244,"2016","07","TIGER_SHARK","2016/07/17",1,"North",-1,"","FISHING","USA","NORTH_AMERICA","Alabama",3.048,"LARGO_3_4",0
"236",245,"2016","07","SPECIE_UNKNOWN","2016/07/16",7,"North",9,"F","SURFING","USA","NORTH_AMERICA","Florida",NA,"N/A",0
"237",246,"2016","07","SPECIE_UNKNOWN","2016/07/16",7,"North",11,"F","ACTIVITY_UNKNOWN","USA","NORTH_AMERICA","Florida",NA,"N/A",0
"238",247,"2016","07","WHITE_SHARK","2016/07/15",6,"North",61,"M","SURFING","USA","NORTH_AMERICA","California",3.048,"LARGO_3_4",0
"239",248,"2016","07","SPECIE_UNKNOWN","2016/07/15",6,"North",-1,"M","SWIMMING","USA","NORTH_AMERICA","South Carolina",NA,"N/A",0
"240",249,"2016","07","LEMON_SHARK","2016/07/14",5,"North",-1,"M","DIVING","BAHAMAS","NORTH_AMERICA","",2.7432,"LARGO_2_3",0
"241",250,"2016","07","ANGEL_SHARK","2016/07/08",6,"North",10,"F","WADING","SPAIN","EUROPE","Canary Islands",NA,"N/A",0
"242",251,"2016","07","WHITE_SHARK","2016/07/08",6,"North",-1,"M","FISHING","USA","NORTH_AMERICA","California",NA,"N/A",0
"243",252,"2016","07","DOGFISH_SHARK","2016/07/07",5,"North",59,"M","FISHING","USA","NORTH_AMERICA","Massachusetts",NA,"N/A",0
"244",253,"2016","07","WHITE_SHARK","2016/07/07",5,"North",-1,"M","FISHING","USA","NORTH_AMERICA","California",NA,"N/A",0
"245",254,"2016","07","SPECIE_UNKNOWN","2016/07/06",4,"North",42,"F","SWIMMING","USA","NORTH_AMERICA","Florida",NA,"N/A",0
"246",255,"2016","07","NURSE_SHARK","2016/07/04",2,"South",34,"M","FISHING","AUSTRALIA","OCEANIA","Queensland",NA,"N/A",0
"247",256,"2016","06","SPECIE_UNKNOWN","2016/06/27",2,"North",35,"M","ACTIVITY_UNKNOWN","USA","NORTH_AMERICA","South Carolina",0.9144,"LARGO_0_1",0
"248",257,"2016","06","SPECIE_UNKNOWN","2016/06/25",7,"North",11,"M","SURFING","USA","NORTH_AMERICA","North Carolina",NA,"N/A",0
"249",258,"2016","06","REEF_SHARK","2016/06/24",6,"North",59,"M","DIVING","COLUMBIA","SOUTH_AMERICA","Isla Provedencia",1.524,"LARGO_1_2",0
"250",259,"2016","06","WHITE_SHARK","2016/06/23",5,"South",43,"M","FISHING","SOUTH_AFRICA","AFRICA","Western Cape Province",NA,"N/A",0
"251",260,"2016","06","SPECIE_UNKNOWN","2016/06/21",3,"North",42,"M","FLOATING","USA","NORTH_AMERICA","South Carolina",0.9144,"LARGO_0_1",0
"252",261,"2016","06","SPECIE_UNKNOWN","2016/06/21",3,"North",-1,"M","WADING","USA","NORTH_AMERICA","Florida",NA,"N/A",0
"253",262,"2016","06","SPECIE_UNKNOWN","2016/06/15",4,"North",-1,"M","SURFING","USA","NORTH_AMERICA","Hawaii",0.9144,"LARGO_0_1",0
"254",263,"2016","06","SPECIE_UNKNOWN","2016/06/15",4,"South",19,"M","FISHING","AUSTRALIA","OCEANIA","Western Australia",1.524,"LARGO_1_2",0
"255",264,"2016","06","SPECIE_UNKNOWN","2016/06/14",3,"North",6,"F","FLOATING","USA","NORTH_AMERICA","Texas",0.9144,"LARGO_0_1",0
"256",265,"2016","06","SPECIE_UNKNOWN","2016/06/11",7,"North",19,"M","STANDING","USA","NORTH_AMERICA","North Carolina",0.9144,"LARGO_0_1",0
"257",266,"2016","06","SPECIE_UNKNOWN","2016/06/07",3,"North",27,"M","SURFING","USA","NORTH_AMERICA","South Carolina",2.4384,"LARGO_2_3",0
"258",267,"2016","06","SPECIE_UNKNOWN","2016/06/05",1,"North",64,"M","SWIMMING","USA","NORTH_AMERICA","Florida",NA,"N/A",0
"259",268,"2016","06","SPECIE_UNKNOWN","2016/06/05",1,"South",60,"F","DIVING","AUSTRALIA","OCEANIA","Western Australia",NA,"N/A",1
"260",269,"2016","06","MAKO_SHARK","2016/06/04",7,"North",23,"M","SWIMMING","EGYPT","AFRICA","Suez",NA,"N/A",0
"261",270,"2016","06","COPPER_SHARK","2016/06/02",5,"South",-1,"M","FISHING","AUSTRALIA","OCEANIA","New South Wales",NA,"N/A",0
"262",271,"2016","06","SPECIE_UNKNOWN","2016/06/02",5,"South",-1,"M","SURFING","NEW_CALEDONIA","OCEANIA","",3,"LARGO_2_3",0
"263",272,"2016","05","WHITE_SHARK","2016/05/31",3,"South",29,"M","SURFING","AUSTRALIA","OCEANIA","Western Australia",NA,"N/A",1
"264",273,"2016","05","SPECIE_UNKNOWN","2016/05/29",1,"North",52,"F","SWIMMING","USA","NORTH_AMERICA","California",NA,"N/A",0
"265",274,"2016","05","SPECIE_UNKNOWN","2016/05/29",1,"North",13,"M","SWIMMING","USA","NORTH_AMERICA","Florida",1.524,"LARGO_1_2",0
"266",275,"2016","05","SPECIE_UNKNOWN","2016/05/22",1,"North",57,"F","SWIMMING","USA","NORTH_AMERICA","Florida",NA,"N/A",0
"267",276,"2016","05","BULL_SHARK","2016/05/21",7,"North",22,"F","SWIMMING","USA","NORTH_AMERICA","Florida",1.2192,"LARGO_1_2",0
"268",277,"2016","05","SPECIE_UNKNOWN","2016/05/21",7,"North",11,"F","SWIMMING","USA","NORTH_AMERICA","Florida",NA,"N/A",0
"269",278,"2016","05","BLACKTIP_SHARK","2016/05/18",4,"North",48,"M","SWIMMING","USA","NORTH_AMERICA","Florida",1.2192,"LARGO_1_2",0
"270",279,"2016","05","NURSE_SHARK","2016/05/15",1,"North",23,"F","ACTIVITY_UNKNOWN","USA","NORTH_AMERICA","Florida",0.6096,"LARGO_0_1",0
"271",280,"2016","05","SPECIE_UNKNOWN","2016/05/03",3,"North",59,"M","FLOATING","USA","NORTH_AMERICA","Hawaii",NA,"N/A",0
"272",281,"2016","05","MAKO_SHARK","2016/05/02",2,"South",39,"M","FISHING","NEW_ZEALAND","OCEANIA","North Island",1.5,"LARGO_1_2",0
"273",282,"2016","04","BULL_SHARK","2016/04/25",2,"South",24,"M","SURFING","INDONESIA","ASIA","Bali",1.8288,"LARGO_1_2",0
"274",283,"2016","04","SPECIE_UNKNOWN","2016/04/23",7,"North",15,"M","SURFING","USA","NORTH_AMERICA","Florida",NA,"N/A",0
"275",284,"2016","04","WHITE_SHARK","2016/04/22",6,"South",-1,"M","ACTIVITY_UNKNOWN","SOUTH_AFRICA","AFRICA","Western Cape Province",NA,"N/A",0
"276",285,"2016","04","WOBBEGONG_SHARK","2016/04/19",3,"South",12,"M","SWIMMING","AUSTRALIA","OCEANIA","New South Wales",NA,"N/A",0
"277",287,"2016","04","GREY_SHARK","2016/04/18",2,"South",26,"M","FISHING","FRENCH_POLYNESIA","OCEANIA","Tuamotos",2,"LARGO_1_2",0
"278",288,"2016","04","BULL_SHARK","2016/04/13",4,"North",26,"M","FISHING","USA","NORTH_AMERICA","Florida",2.1336,"LARGO_2_3",0
"279",289,"2016","04","TIGER_SHARK","2016/04/09",7,"South",69,"F","ACTIVITY_UNKNOWN","NEW_CALEDONIA","OCEANIA","Grand Terre",2.5,"LARGO_2_3",1
"280",291,"2016","04","SPECIE_UNKNOWN","2016/04/07",5,"North",34,"M","FISHING","USA","NORTH_AMERICA","Florida",1.524,"LARGO_1_2",0
"281",292,"2016","04","SPECIE_UNKNOWN","2016/04/07",5,"North",-1,"M","ACTIVITY_UNKNOWN","USA","NORTH_AMERICA","Florida",NA,"N/A",0
"282",293,"2016","03","SPECIE_UNKNOWN","2016/03/31",5,"North",46,"F","SNORKELING","USA","NORTH_AMERICA","Hawaii",NA,"N/A",0
"283",294,"2016","03","SPECIE_UNKNOWN","2016/03/30",4,"South",22,"M","SURFING","AUSTRALIA","OCEANIA","New South Wales",NA,"N/A",0
"284",295,"2016","03","SPECIE_UNKNOWN","2016/03/28",2,"North",14,"M","ACTIVITY_UNKNOWN","USA","NORTH_AMERICA","Florida",NA,"N/A",0
"285",296,"2016","03","SPECIE_UNKNOWN","2016/03/28",2,"South",41,"M","SURFING","AUSTRALIA","OCEANIA","New South Wales",NA,"N/A",0
"286",297,"2016","03","NURSE_SHARK","2016/03/26",7,"North",9,"M","ACTIVITY_UNKNOWN","BAHAMAS","NORTH_AMERICA","",NA,"N/A",0
"287",298,"2016","03","SPECIE_UNKNOWN","2016/03/13",1,"North",-1,"","SURFING","USA","NORTH_AMERICA","California",NA,"N/A",0
"288",299,"2016","03","SPECIE_UNKNOWN","2016/03/11",6,"North",19,"M","SURFING","USA","NORTH_AMERICA","Florida",NA,"N/A",0
"289",300,"2016","03","SPECIE_UNKNOWN","2016/03/10",5,"South",45,"M","DIVING","FIJI","OCEANIA","Vanua Levu",NA,"N/A",1
"290",301,"2016","03","SPECIE_UNKNOWN","2016/03/04",6,"North",12,"M","ACTIVITY_UNKNOWN","USA","NORTH_AMERICA","Florida",NA,"N/A",0
"291",302,"2016","03","COPPER_SHARK","2016/03/03",5,"South",-1,"M","FISHING","AUSTRALIA","OCEANIA","South Australia",NA,"N/A",0
"292",303,"2016","03","TIGER_SHARK","2016/03/02",4,"South",41,"M","SWIMMING","BRAZIL","SOUTH_AMERICA","Santa Catarina State",NA,"N/A",0
"293",304,"2016","02","SPECIE_UNKNOWN","2016/02/22",2,"South",21,"M","SURFING","NEW_CALEDONIA","OCEANIA","South Province",NA,"N/A",0
"294",305,"2016","02","SPECIE_UNKNOWN","2016/02/19",6,"South",31,"M","FISHING","NEW_CALEDONIA","OCEANIA","South Province",NA,"N/A",0
"295",306,"2016","02","SPECIE_UNKNOWN","2016/02/12",6,"North",-1,"F","WADING","DOMINICAN_REPUBLIC","NORTH_AMERICA","Altagracia Province",NA,"N/A",0
"296",307,"2016","02","SPECIE_UNKNOWN","2016/02/10",4,"North",65,"M","ACTIVITY_UNKNOWN","CAYMAN_ISLANDS","NORTH_AMERICA","Grand Cayman",NA,"N/A",0
"297",308,"2016","02","SPECIE_UNKNOWN","2016/02/10",4,"South",-1,"M","SURFING","AUSTRALIA","OCEANIA","Tasmania",NA,"N/A",0
"298",309,"2016","02","SPECIE_UNKNOWN","2016/02/05",6,"South",45,"F","ACTIVITY_UNKNOWN","AUSTRALIA","OCEANIA","Queensland",NA,"N/A",0
"299",310,"2016","02","SPECIE_UNKNOWN","2016/02/04",5,"South",40,"M","SURFING","AUSTRALIA","OCEANIA","New South Wales",NA,"N/A",0
"300",311,"2016","02","TIGER_SHARK","2016/02/02",3,"South",41,"M","SWIMMING","BRAZIL","SOUTH_AMERICA","Balneário Camboriú",NA,"N/A",0
"301",312,"2016","01","SPECIE_UNKNOWN","2016/01/29",6,"South",-1,"M","FISHING","SOUTH_AFRICA","AFRICA","KwaZulu-Natal",NA,"N/A",0
"302",313,"2016","01","REEF_SHARK","2016/01/28",5,"North",-1,"M","SURFING","USA","NORTH_AMERICA","Hawaii",1.524,"LARGO_1_2",0
"303",314,"2016","01","SPECIE_UNKNOWN","2016/01/25",2,"North",15,"F","SURFING","USA","NORTH_AMERICA","Hawaii",NA,"N/A",0
"304",315,"2016","01","BULL_SHARK","2016/01/24",1,"North",-1,"M","FISHING","USA","NORTH_AMERICA","Texas",NA,"N/A",0
"305",316,"2016","01","MAKO_SHARK","2016/01/24",1,"North",-1,"M","FISHING","UNITED_ARAB_EMIRATES","ASIA","Fujairah Emirate",NA,"N/A",0
"306",317,"2016","01","TIGER_SHARK","2016/01/23",7,"North",48,"M","ACTIVITY_UNKNOWN","USA","NORTH_AMERICA","Hawaii",4.2672,"LARGO_4_5",0
"307",318,"2016","01","WOBBEGONG_SHARK","2016/01/11",2,"South",-1,"M","SURFING","AUSTRALIA","OCEANIA","Queensland",NA,"N/A",0
"308",319,"2016","01","BLACKTIP_SHARK","2016/01/05",3,"South",11,"M","WADING","AUSTRALIA","OCEANIA","Queensland",NA,"N/A",0
"309",320,"2016","01","SPECIE_UNKNOWN","2016/01/02",7,"South",31,"M","FISHING","AUSTRALIA","OCEANIA","Queensland",3,"LARGO_2_3",0
"310",321,"2015","12","WHITE_SHARK","2015/12/26",7,"South",-1,"M","FISHING","SOUTH_AFRICA","AFRICA","KwaZulu-Natal",3,"LARGO_2_3",0
"311",322,"2015","12","SILKY_SHARK","2015/12/25",6,"North",38,"F","SWIMMING","SPAIN","EUROPE","Grand Canary Island",1.524,"LARGO_1_2",0
"312",323,"2015","12","SPECIE_UNKNOWN","2015/12/22",3,"North",71,"M","ACTIVITY_UNKNOWN","USA","NORTH_AMERICA","Hawaii",2.7432,"LARGO_2_3",0
"313",324,"2015","12","COPPER_SHARK","2015/12/21",2,"South",43,"M","SURFING","AUSTRALIA","OCEANIA","New South Wales",1.8288,"LARGO_1_2",0
"314",325,"2015","12","TIGER_SHARK","2015/12/21",2,"South",32,"M","DIVING","BRAZIL","SOUTH_AMERICA","Pernambuco",1.5,"LARGO_1_2",0
"315",326,"2015","12","SPECIE_UNKNOWN","2015/12/19",7,"North",58,"M","SHIPWRECK","ARUBA","NORTH_AMERICA","",NA,"N/A",1
"316",327,"2015","12","WHITE_SHARK","2015/12/13",1,"South",-1,"","FISHING","AUSTRALIA","OCEANIA","New South Wales",3.5,"LARGO_3_4",0
"317",328,"2015","12","BULL_SHARK","2015/12/11",6,"North",26,"M","FISHING","BAHAMAS","NORTH_AMERICA","",NA,"N/A",0
"318",329,"2015","12","SPECIE_UNKNOWN","2015/12/08",3,"South",22,"F","SWIMMING","SOUTH_AFRICA","AFRICA","Eastern Cape Province",NA,"N/A",0
"319",330,"2015","11","GALAPAGOS_SHARK","2015/11/20",6,"South",55,"M","SNORKELING","ECUADOR","SOUTH_AMERICA","Galapagos Islands",NA,"N/A",0
"320",331,"2015","11","SPECIE_UNKNOWN","2015/11/16",2,"North",-1,"M","SURFING","USA","NORTH_AMERICA","Florida",NA,"N/A",0
"321",332,"2015","11","SPECIE_UNKNOWN","2015/11/15",1,"North",-1,"F","SWIMMING","USA","NORTH_AMERICA","Florida",NA,"N/A",0
"322",333,"2015","11","SPINNER_SHARK","2015/11/15",1,"North",28,"M","SURFING","USA","NORTH_AMERICA","Florida",2.1336,"LARGO_2_3",0
"323",334,"2015","11","BULL_SHARK","2015/11/10",3,"South",20,"M","SURFING","AUSTRALIA","OCEANIA","New South Wales",3.1,"LARGO_3_4",0
"324",336,"2015","11","SPECIE_UNKNOWN","2015/11/03",3,"North",54,"M","SWIMMING","USA","NORTH_AMERICA","Hawaii",NA,"N/A",0
"325",337,"2015","11","SPECIE_UNKNOWN","2015/11/01",1,"North",28,"F","WADING","USA","NORTH_AMERICA","Florida",0.9144,"LARGO_0_1",0
"326",338,"2015","11","SPECIE_UNKNOWN","2015/11/01",1,"North",19,"M","FISHING","MOZAMBIQUE","AFRICA","Inhambane Province",NA,"N/A",0
"327",339,"2015","10","SPECIE_UNKNOWN","2015/10/30",6,"South",50,"M","FISHING","AUSTRALIA","OCEANIA","Western Australia",NA,"N/A",0
"328",340,"2015","10","SPECIE_UNKNOWN","2015/10/28",4,"North",10,"M","ACTIVITY_UNKNOWN","USA","NORTH_AMERICA","Hawaii",NA,"N/A",0
"329",341,"2015","10","WHITE_SHARK","2015/10/25",1,"South",42,"M","SURFING","SOUTH_AFRICA","AFRICA","Western Cape Province",3.5,"LARGO_3_4",0
"330",342,"2015","10","SPECIE_UNKNOWN","2015/10/21",4,"North",21,"M","SURFING","USA","NORTH_AMERICA","Florida",1.524,"LARGO_1_2",0
"331",343,"2015","10","SPINNER_SHARK","2015/10/19",2,"North",21,"M","SURFING","USA","NORTH_AMERICA","Florida",1.524,"LARGO_1_2",0
"332",344,"2015","10","SPECIE_UNKNOWN","2015/10/17",7,"North",35,"F","FISHING","MOZAMBIQUE","AFRICA","Inhambane Province",NA,"N/A",1
"333",346,"2015","10","TIGER_SHARK","2015/10/17",7,"North",44,"M","SWIMMING","USA","NORTH_AMERICA","Hawaii",2.1336,"LARGO_2_3",0
"334",347,"2015","10","HAMMERHEAD_SHARK","2015/10/13",3,"North",-1,"M","FISHING","USA","NORTH_AMERICA","California",NA,"N/A",0
"335",348,"2015","10","SPECIE_UNKNOWN","2015/10/09",6,"North",9,"F","ACTIVITY_UNKNOWN","USA","NORTH_AMERICA","South Carolina",NA,"N/A",0
"336",349,"2015","10","TIGER_SHARK","2015/10/09",6,"North",25,"M","SURFING","USA","NORTH_AMERICA","Hawaii",3.9624,"LARGO_3_4",0
"337",350,"2015","10","SPECIE_UNKNOWN","2015/10/08",5,"North",-1,"M","FISHING","MOZAMBIQUE","AFRICA","Inhambane Province",NA,"N/A",0
"338",351,"2015","10","SPECIE_UNKNOWN","2015/10/07",4,"South",18,"M","SURFING","AUSTRALIA","OCEANIA","Western Australia",NA,"N/A",0
"339",352,"2015","10","SPECIE_UNKNOWN","2015/10/05",2,"North",22,"M","ACTIVITY_UNKNOWN","USA","NORTH_AMERICA","Florida",NA,"N/A",0
"340",353,"2015","10","SPECIE_UNKNOWN","2015/10/05",2,"North",13,"M","WADING","USA","NORTH_AMERICA","Texas",1.2192,"LARGO_1_2",0
"341",354,"2015","10","BLACKTIP_SHARK","2015/10/04",1,"North",14,"M","SURFING","USA","NORTH_AMERICA","Florida",1.2192,"LARGO_1_2",0
"342",355,"2015","09","BLACKTIP_SHARK","2015/09/29",3,"North",22,"M","SURFING","USA","NORTH_AMERICA","Florida",1.524,"LARGO_1_2",0
